N,P,K,temperature,humidity,ph,rainfall,soil_type,season,region,soil_moisture,irrigation,sunlight,crop
86.2,63.9,49.6,20.26,66.32,7.28,517.71,Loamy,Rabi,Himalayan Region,47.09,Rainfed,7.79,Barley
59.5,35.1,137.3,33.21,85.42,6.7,1730.32,Sandy,Whole Year,West India,67.61,Rainfed,9.79,Coconut
152.7,85.7,111.9,24.53,62.43,6.66,887.14,Red Soil,Whole Year,North India,67.0,Drip Irrigation,7.54,Tomato
74.1,56.5,40.4,14.33,65.41,6.82,363.38,Loamy,Rabi,North India,55.46,Rainfed,8.06,Mustard
39.0,58.7,28.1,22.58,57.53,6.61,572.47,Loamy,Rabi,Central India,34.69,Rainfed,5.71,Chickpea
94.5,55.2,93.8,22.46,75.57,5.65,2385.95,Loamy,Whole Year,South India,81.23,Available,4.77,Coffee
95.3,55.0,61.1,32.53,56.78,6.86,621.73,Black Soil,Kharif,South India,49.12,Available,8.14,Cotton
122.8,54.4,49.4,27.51,69.26,7.7,852.2,Black Soil,Kharif,West India,61.92,Rainfed,9.79,Cotton
90.3,45.6,49.7,25.16,80.22,6.29,1846.32,Clay,Kharif,North India,80.27,Available,6.84,Rice
130.3,51.4,65.5,17.55,49.52,7.53,766.81,Loamy,Rabi,West India,56.42,Canal Irrigation,7.39,Wheat
148.8,56.1,80.1,29.0,72.44,6.54,1556.71,Clay,Whole Year,South India,74.9,Available,9.13,Sugarcane
62.9,29.4,118.1,32.63,85.15,7.03,1927.68,Loamy,Whole Year,West India,62.85,Rainfed,10.48,Coconut
81.7,42.0,37.1,17.38,47.66,6.93,307.19,Sandy,Rabi,North India,39.49,Available,7.61,Mustard
66.0,50.7,35.9,33.43,53.08,7.28,597.32,Sandy,Kharif,West India,38.33,Rainfed,8.27,Sorghum
61.0,35.0,118.2,31.9,83.04,6.87,1611.75,Sandy,Whole Year,West India,66.88,Available,8.49,Coconut
22.8,71.0,20.1,19.05,36.08,6.99,100.0,Loamy,Rabi,Central India,35.18,Available,8.19,Chickpea
128.4,73.1,68.3,34.52,73.59,6.87,2270.79,Black Soil,Whole Year,West India,84.37,Available,7.08,Sugarcane
54.9,41.2,144.7,33.18,70.97,6.74,2065.75,Sandy,Whole Year,South India,61.72,Available,9.77,Coconut
18.9,28.8,46.5,28.28,69.42,7.01,830.56,Loamy,Kharif,West India,48.62,Available,10.04,Groundnut
58.0,43.4,51.6,26.48,48.86,7.4,460.42,Loamy,Rabi,Central India,35.98,Rainfed,7.38,Sorghum
16.1,46.9,36.1,18.64,48.76,7.06,586.92,Loamy,Rabi,East India,52.56,Rainfed,6.81,Lentil
163.8,63.6,78.3,28.16,70.02,6.73,1889.31,Black Soil,Whole Year,North India,67.16,Available,8.14,Sugarcane
62.1,50.6,38.3,17.74,59.3,6.44,380.27,Sandy,Rabi,West India,41.57,Available,7.88,Mustard
94.4,40.9,108.2,21.77,82.85,6.55,2509.52,Peaty,Whole Year,South India,69.32,Rainfed,5.06,Coffee
129.3,53.1,41.5,32.11,55.18,7.32,887.34,Loamy,Kharif,South India,67.5,Available,9.61,Cotton
100.8,90.3,121.9,19.75,68.93,5.88,493.39,Loamy,Rabi,East India,53.26,Available,7.64,Potato
40.5,61.6,51.7,25.13,66.82,6.98,1033.4,Black Soil,Kharif,West India,59.94,Rainfed,7.11,Soybean
98.1,49.1,46.5,16.78,63.35,6.71,490.48,Loamy,Rabi,Central India,51.49,Available,9.12,Wheat
134.5,73.0,72.3,32.67,63.68,7.01,2251.3,Clay,Whole Year,North India,80.88,Available,7.51,Sugarcane
29.9,53.7,31.9,21.21,48.61,6.52,619.16,Loamy,Rabi,North India,43.41,Rainfed,8.5,Lentil
82.0,56.3,39.0,16.39,69.72,6.58,287.23,Loamy,Rabi,North India,47.71,Available,7.67,Mustard
26.7,72.5,18.6,18.12,45.39,7.43,458.64,Loamy,Rabi,Central India,44.5,Rainfed,6.93,Chickpea
83.9,123.1,132.9,16.31,73.77,5.98,715.54,Loamy,Rabi,East India,66.75,Drip Irrigation,7.47,Potato
117.7,34.5,38.2,25.86,84.45,6.49,2882.75,Clay,Kharif,East India,79.44,Canal Irrigation,7.31,Rice
149.6,59.8,107.3,23.14,74.7,5.59,842.72,Red Soil,Rabi,South India,62.02,Available,7.2,Tomato
127.2,51.5,35.4,29.52,52.51,6.33,563.9,Black Soil,Kharif,West India,50.05,Drip Irrigation,10.25,Cotton
82.1,83.1,123.9,24.24,64.93,6.31,561.01,Sandy,Rabi,North India,68.37,Available,7.11,Potato
88.4,52.1,92.4,20.42,79.36,5.31,1907.81,Loamy,Whole Year,South India,79.8,Rainfed,7.17,Coffee
28.7,51.7,39.0,19.98,46.76,7.24,412.7,Black Soil,Rabi,Central India,37.71,Rainfed,8.72,Chickpea
127.8,86.0,153.0,31.36,80.28,6.69,1784.68,Loamy,Whole Year,South India,64.75,Available,7.94,Banana
115.6,65.6,94.6,28.39,80.7,6.45,1953.4,Loamy,Whole Year,West India,80.81,Available,8.87,Sugarcane
47.9,37.7,125.5,35.04,78.56,6.27,1745.27,Loamy,Whole Year,South India,64.08,Rainfed,11.07,Coconut
8.6,43.7,46.6,35.69,57.02,6.02,894.13,Loamy,Kharif,South India,48.93,Rainfed,7.96,Groundnut
93.3,82.2,96.3,11.41,67.19,5.91,616.87,Loamy,Rabi,North India,63.66,Available,7.64,Potato
77.9,47.2,87.5,21.15,79.51,5.89,2143.3,Peaty,Whole Year,South India,73.01,Rainfed,4.87,Coffee
105.1,53.9,45.2,24.15,82.11,6.25,1831.24,Clay,Kharif,South India,78.24,Available,8.32,Rice
120.5,56.9,52.3,21.03,82.59,4.8,2270.44,Peaty,Whole Year,Himalayan Region,75.59,Available,5.96,Tea
129.4,79.3,164.8,26.3,75.99,6.38,2351.7,Clay,Whole Year,South India,73.86,Drip Irrigation,10.55,Banana
19.1,50.2,26.1,13.34,60.5,6.52,440.42,Loamy,Rabi,East India,44.6,Available,6.56,Lentil
114.8,49.3,30.6,17.6,48.68,7.03,713.2,Loamy,Rabi,North India,71.98,Available,8.72,Wheat
147.4,78.1,177.9,29.86,87.41,6.67,2255.46,Loamy,Whole Year,East India,75.21,Available,6.96,Banana
114.9,63.4,103.7,21.66,75.09,5.4,2789.07,Loamy,Whole Year,South India,65.68,Available,6.68,Coffee
130.5,71.2,52.7,20.15,53.88,6.97,768.16,Loamy,Rabi,Central India,62.92,Available,7.85,Wheat
127.2,62.5,74.9,26.27,84.09,7.16,1921.99,Clay,Whole Year,North India,72.07,Available,8.19,Sugarcane
59.4,31.3,28.7,27.3,39.64,6.77,644.46,Loamy,Kharif,Central India,43.37,Rainfed,8.91,Millet
95.8,64.6,53.7,18.07,52.11,6.98,790.81,Loamy,Rabi,West India,41.69,Canal Irrigation,8.95,Wheat
96.2,47.8,39.8,26.81,71.49,6.26,2152.68,Clay,Kharif,North India,85.16,Available,6.27,Rice
78.8,46.9,42.6,13.94,50.39,7.21,665.25,Loamy,Rabi,North India,40.83,Rainfed,6.69,Barley
104.5,46.5,108.4,19.06,77.96,5.99,2109.98,Loamy,Whole Year,South India,70.67,Rainfed,7.42,Coffee
57.5,40.0,34.2,24.26,46.3,7.25,613.47,Loamy,Kharif,Central India,40.07,Available,8.64,Sorghum
50.8,95.2,32.4,24.77,75.23,5.5,547.9,Black Soil,Kharif,Central India,59.63,Rainfed,7.63,Soybean
85.6,60.4,58.6,31.99,50.14,6.62,1601.85,Red Soil,Whole Year,North India,51.85,Available,8.03,Mango
110.6,53.7,43.9,23.91,72.76,6.07,715.78,Black Soil,Kharif,Central India,57.15,Available,8.72,Cotton
85.2,53.3,29.0,16.54,50.23,6.92,390.05,Sandy,Rabi,North India,53.12,Rainfed,7.55,Mustard
62.9,49.1,131.0,28.06,74.19,7.23,2177.54,Loamy,Whole Year,South India,59.96,Available,8.63,Coconut
52.6,47.3,95.7,32.01,56.83,5.61,1049.51,Red Soil,Whole Year,South India,45.8,Available,11.56,Mango
14.5,48.0,46.3,29.35,64.29,6.54,795.01,Sandy,Kharif,West India,37.11,Rainfed,7.3,Groundnut
112.4,44.4,56.7,21.74,86.8,5.08,2892.9,Peaty,Whole Year,South India,75.35,Rainfed,6.92,Tea
109.3,72.8,109.4,26.42,73.07,5.85,1008.42,Loamy,Kharif,West India,55.52,Drip Irrigation,8.45,Tomato
88.4,48.7,47.3,38.69,52.16,7.43,373.16,Black Soil,Kharif,Central India,48.67,Rainfed,8.41,Sorghum
90.7,45.3,72.3,29.64,51.55,6.03,1180.27,Loamy,Whole Year,South India,62.87,Rainfed,8.68,Mango
58.9,29.7,41.7,31.32,47.71,6.82,668.9,Loamy,Kharif,West India,38.11,Rainfed,9.27,Millet
54.8,38.4,24.0,19.49,52.3,7.18,540.17,Loamy,Rabi,North India,43.67,Rainfed,6.76,Barley
104.2,46.8,44.0,25.89,69.52,6.94,634.71,Loamy,Kharif,West India,58.27,Drip Irrigation,9.11,Cotton
99.6,80.1,112.1,22.98,74.46,6.32,488.75,Loamy,Rabi,East India,61.9,Available,6.58,Potato
58.4,58.2,55.1,20.74,71.22,6.34,919.6,Black Soil,Kharif,West India,59.28,Available,9.1,Soybean
136.1,45.3,55.8,22.18,80.24,4.41,2566.33,Loamy,Whole Year,South India,76.13,Rainfed,5.72,Tea
169.8,71.9,45.3,32.6,66.68,6.97,937.89,Black Soil,Kharif,Central India,47.63,Available,9.39,Cotton
71.1,49.0,25.1,18.23,49.3,7.95,717.71,Loamy,Rabi,North India,45.49,Available,7.61,Barley
26.9,63.4,41.3,26.14,62.33,6.35,781.67,Sandy,Kharif,South India,40.92,Rainfed,6.43,Groundnut
35.6,56.1,32.9,17.78,55.27,7.26,439.66,Silty,Rabi,North India,36.77,Rainfed,7.74,Lentil
112.5,96.7,154.6,29.71,82.25,6.26,1634.38,Clay,Whole Year,East India,76.92,Drip Irrigation,8.92,Banana
73.5,54.3,44.4,28.85,76.29,7.5,1032.34,Loamy,Kharif,North India,63.34,Available,9.31,Maize
31.4,69.4,55.1,25.71,66.02,6.48,790.01,Sandy,Kharif,South India,47.2,Rainfed,9.51,Groundnut
124.0,103.2,158.2,31.93,86.95,6.47,2325.18,Clay,Whole Year,South India,66.61,Drip Irrigation,6.66,Banana
86.6,37.5,23.0,32.51,65.46,6.05,787.24,Loamy,Kharif,North India,59.49,Rainfed,8.26,Maize
106.0,45.7,84.8,32.21,59.75,6.54,1282.57,Loamy,Whole Year,North India,64.03,Rainfed,8.37,Mango
96.4,69.7,87.5,31.14,84.19,6.72,1195.99,Red Soil,Whole Year,North India,55.63,Available,9.78,Mango
71.4,67.4,89.4,28.28,52.64,7.3,803.94,Red Soil,Whole Year,South India,50.6,Rainfed,9.83,Mango
79.8,100.1,113.0,19.76,73.91,5.95,642.5,Loamy,Rabi,North India,65.69,Available,5.77,Potato
80.5,37.7,25.9,34.71,47.34,6.6,528.08,Loamy,Kharif,West India,27.12,Rainfed,9.06,Millet
42.5,63.8,63.4,26.37,75.75,7.05,945.36,Black Soil,Kharif,Central India,48.54,Available,8.07,Soybean
130.9,66.3,61.8,8.9,60.22,6.73,653.73,Loamy,Rabi,West India,33.07,Canal Irrigation,8.87,Wheat
76.7,49.5,31.5,16.41,53.87,6.53,654.94,Loamy,Rabi,North India,45.0,Available,7.36,Barley
127.7,81.1,82.6,20.34,66.09,7.05,967.66,Loamy,Kharif,South India,69.41,Available,8.76,Tomato
64.3,60.7,32.9,17.15,64.93,6.15,288.83,Loamy,Rabi,North India,50.54,Available,8.58,Mustard
63.5,36.3,20.5,36.45,56.59,6.48,620.78,Red Soil,Kharif,Central India,22.87,Rainfed,9.74,Millet
75.4,41.9,53.2,28.46,78.36,5.73,2644.59,Clay,Kharif,South India,75.79,Canal Irrigation,7.17,Rice
105.8,59.4,51.1,23.85,89.67,6.53,2373.39,Clay,Kharif,North India,71.14,Canal Irrigation,9.24,Rice
85.6,79.4,95.0,24.85,70.68,6.49,962.8,Red Soil,Kharif,South India,63.41,Drip Irrigation,9.6,Tomato
47.3,49.0,30.0,26.4,57.17,7.18,731.96,Sandy,Kharif,West India,40.85,Rainfed,7.77,Groundnut
81.8,31.0,139.9,26.83,84.5,6.76,2203.5,Loamy,Whole Year,West India,62.9,Rainfed,9.22,Coconut
37.0,76.5,35.7,26.17,75.03,5.55,1014.23,Loamy,Kharif,Central India,53.23,Rainfed,8.71,Soybean
16.8,44.8,37.5,19.6,49.74,6.5,466.46,Loamy,Rabi,North India,35.55,Rainfed,6.73,Lentil
119.0,56.6,51.8,18.12,55.17,6.17,719.27,Loamy,Rabi,West India,54.2,Canal Irrigation,8.52,Wheat
70.7,47.7,51.0,25.13,43.0,6.74,636.76,Black Soil,Kharif,West India,41.82,Available,9.95,Sorghum
149.4,85.7,60.2,33.54,86.05,6.3,1966.89,Clay,Whole Year,South India,72.94,Canal Irrigation,7.13,Sugarcane
19.5,50.5,18.6,16.41,52.85,7.22,504.45,Silty,Rabi,East India,41.63,Available,5.83,Lentil
136.6,55.9,52.2,22.79,52.52,7.7,849.0,Black Soil,Kharif,South India,58.09,Rainfed,6.55,Cotton
138.5,53.4,77.9,21.39,84.2,5.24,2351.16,Peaty,Whole Year,East India,73.58,Available,6.92,Tea
25.7,58.9,50.7,29.17,60.54,6.76,666.99,Sandy,Kharif,West India,57.98,Rainfed,10.24,Groundnut
101.2,74.7,106.4,26.46,66.64,6.0,942.08,Loamy,Kharif,West India,60.83,Drip Irrigation,10.61,Tomato
115.9,76.4,68.7,22.48,69.57,6.83,967.68,Loamy,Whole Year,South India,67.69,Drip Irrigation,8.96,Tomato
157.4,78.8,55.1,25.35,56.93,6.53,985.3,Black Soil,Kharif,South India,52.53,Available,9.11,Cotton
31.3,57.5,45.6,21.71,68.67,6.34,639.83,Sandy,Kharif,South India,45.41,Rainfed,8.47,Groundnut
27.8,52.8,62.6,25.2,66.82,5.68,933.27,Sandy,Kharif,West India,46.7,Available,8.38,Groundnut
82.1,49.5,34.1,26.93,88.16,6.81,2342.61,Clay,Kharif,North India,82.39,Available,6.85,Rice
38.8,75.9,33.7,20.81,51.43,7.61,600.44,Black Soil,Rabi,Central India,45.49,Rainfed,7.66,Chickpea
31.2,82.1,69.4,26.92,68.4,6.45,781.53,Black Soil,Kharif,Central India,55.12,Rainfed,7.32,Soybean
149.7,68.5,54.3,19.87,54.37,6.4,726.95,Clay,Rabi,West India,48.02,Available,9.55,Wheat
90.4,56.1,28.9,28.11,81.54,6.06,3123.06,Clay,Kharif,South India,77.44,Available,6.69,Rice
89.1,74.8,93.1,26.34,56.98,7.04,881.83,Loamy,Whole Year,South India,53.88,Available,7.86,Tomato
130.8,46.2,53.6,26.48,62.53,7.04,613.09,Black Soil,Kharif,South India,63.72,Available,7.4,Cotton
34.1,62.2,54.5,31.68,64.44,6.32,825.04,Loamy,Kharif,West India,54.89,Available,9.02,Groundnut
109.3,83.1,88.4,20.04,69.91,5.18,622.19,Loamy,Rabi,East India,64.15,Drip Irrigation,8.53,Potato
79.3,43.6,40.0,13.66,45.24,7.93,509.89,Loamy,Rabi,North India,50.55,Available,6.79,Barley
114.2,64.8,61.0,22.17,90.88,5.01,2819.7,Peaty,Whole Year,South India,92.6,Rainfed,6.1,Tea
23.1,56.3,35.6,19.47,56.52,6.72,496.53,Loamy,Rabi,Central India,47.86,Rainfed,8.22,Chickpea
73.0,44.2,40.3,15.93,61.21,7.84,632.81,Sandy,Rabi,Himalayan Region,52.12,Rainfed,7.32,Barley
90.4,47.3,118.7,24.41,73.41,5.9,1848.97,Loamy,Whole Year,South India,79.64,Available,7.25,Coffee
61.5,38.7,93.2,29.93,84.33,6.47,2496.6,Sandy,Whole Year,West India,69.86,Rainfed,8.84,Coconut
84.3,92.7,115.0,18.62,62.84,6.15,748.53,Loamy,Rabi,North India,68.29,Available,6.08,Potato
91.9,43.4,34.9,25.08,86.41,7.14,2355.81,Clay,Kharif,North India,75.2,Canal Irrigation,7.0,Rice
124.1,49.0,75.5,24.09,63.29,6.97,725.77,Black Soil,Kharif,West India,52.01,Available,10.7,Cotton
99.2,40.4,31.7,26.75,77.3,6.36,1910.15,Clay,Kharif,East India,84.43,Canal Irrigation,8.03,Rice
85.3,60.7,95.6,21.7,76.5,5.61,2116.92,Peaty,Whole Year,South India,62.29,Available,6.18,Coffee
135.4,48.6,76.8,24.69,70.01,7.11,2317.08,Loamy,Whole Year,North India,78.28,Available,7.66,Sugarcane
106.3,73.6,157.8,27.8,76.01,6.32,1779.57,Clay,Whole Year,West India,76.66,Drip Irrigation,6.0,Banana
60.6,42.2,43.9,14.71,58.46,7.23,528.0,Loamy,Rabi,North India,49.18,Available,9.72,Barley
106.3,51.8,71.8,22.08,96.3,4.9,1965.36,Peaty,Whole Year,South India,78.66,Available,6.71,Tea
98.1,40.7,47.0,18.41,58.87,7.01,558.19,Loamy,Rabi,North India,42.9,Rainfed,6.89,Barley
85.1,42.4,56.2,18.71,56.02,6.94,427.67,Loamy,Rabi,North India,39.32,Rainfed,8.28,Barley
127.6,51.6,76.7,16.86,81.42,4.92,2552.29,Peaty,Whole Year,South India,81.32,Rainfed,5.97,Tea
83.6,95.2,127.2,24.63,75.77,5.56,439.12,Sandy,Rabi,East India,54.33,Available,8.81,Potato
78.8,54.6,26.2,17.24,45.58,7.34,693.24,Loamy,Rabi,North India,49.89,Rainfed,9.69,Barley
39.7,26.5,34.8,25.39,44.84,7.09,474.17,Sandy,Kharif,West India,37.8,Rainfed,9.81,Millet
83.9,46.7,45.8,27.74,67.69,6.0,716.13,Loamy,Kharif,Central India,53.45,Rainfed,8.6,Maize
122.5,62.3,46.6,19.53,50.13,6.56,755.71,Loamy,Rabi,Central India,50.68,Canal Irrigation,8.52,Wheat
77.3,27.1,36.4,12.5,52.46,7.18,602.84,Loamy,Rabi,North India,43.8,Available,8.62,Barley
85.8,57.5,60.6,28.78,79.4,6.31,1304.48,Red Soil,Whole Year,West India,57.45,Available,9.62,Mango
48.1,43.6,27.8,27.2,29.36,6.48,468.46,Red Soil,Kharif,Central India,29.44,Rainfed,9.68,Millet
151.3,42.9,47.4,27.54,60.76,7.11,725.8,Loamy,Kharif,South India,51.47,Available,7.29,Cotton
76.2,37.9,38.3,22.62,47.06,7.47,525.76,Black Soil,Kharif,South India,36.21,Available,10.0,Sorghum
151.4,78.3,68.6,29.81,69.28,5.92,1727.83,Clay,Whole Year,West India,78.74,Available,7.16,Sugarcane
38.2,67.7,68.1,23.1,77.94,6.41,1015.57,Black Soil,Kharif,West India,60.31,Rainfed,7.8,Soybean
108.3,63.0,67.9,34.87,61.16,6.8,685.03,Black Soil,Kharif,West India,62.47,Available,9.73,Cotton
129.0,50.9,103.2,34.36,81.11,6.47,2291.79,Loamy,Whole Year,South India,68.06,Available,7.9,Sugarcane
32.2,43.8,23.6,21.07,53.2,6.45,399.6,Loamy,Rabi,North India,44.45,Rainfed,5.74,Lentil
23.6,46.5,45.2,13.75,62.4,5.58,535.46,Loamy,Rabi,East India,50.56,Available,6.93,Lentil
122.7,87.6,140.1,31.57,86.22,6.38,2356.0,Clay,Whole Year,South India,76.85,Available,8.57,Banana
21.4,48.3,49.0,32.5,62.88,6.45,559.6,Loamy,Kharif,South India,39.13,Rainfed,7.24,Groundnut
67.7,44.1,38.2,29.19,48.31,6.72,646.13,Sandy,Rabi,West India,39.68,Available,8.09,Sorghum
74.4,35.4,45.7,15.12,48.29,7.97,671.81,Loamy,Rabi,North India,47.32,Available,8.75,Barley
127.4,69.8,65.0,30.64,73.24,6.93,1798.11,Loamy,Whole Year,North India,67.83,Available,7.92,Sugarcane
80.3,48.4,42.4,21.01,62.39,6.16,907.69,Loamy,Kharif,Central India,57.49,Available,8.46,Maize
55.2,32.1,105.7,36.61,92.5,6.82,1609.8,Loamy,Whole Year,South India,67.88,Available,8.53,Coconut
122.8,52.2,61.9,24.64,77.38,5.08,2567.13,Peaty,Whole Year,East India,72.12,Rainfed,7.69,Tea
103.4,118.2,108.1,14.96,53.58,5.34,629.35,Loamy,Rabi,East India,66.65,Available,8.66,Potato
41.4,61.2,57.9,31.05,57.95,6.03,865.38,Black Soil,Kharif,Central India,54.43,Rainfed,8.25,Soybean
126.7,70.6,100.6,20.55,81.79,6.45,901.86,Sandy,Whole Year,North India,46.06,Drip Irrigation,7.82,Tomato
101.9,63.5,44.0,30.08,65.2,6.3,850.1,Red Soil,Kharif,North India,66.05,Available,6.25,Maize
63.3,42.5,36.9,18.49,56.02,7.13,561.66,Loamy,Rabi,Himalayan Region,49.15,Rainfed,7.64,Barley
108.7,50.4,49.9,23.84,88.18,6.85,2292.97,Clay,Kharif,East India,90.02,Available,7.29,Rice
76.6,54.0,33.2,24.65,49.57,6.64,869.98,Black Soil,Kharif,West India,32.88,Rainfed,8.46,Sorghum
107.4,66.1,130.6,29.56,73.8,6.59,1984.01,Clay,Whole Year,East India,70.32,Available,7.72,Banana
132.7,66.4,55.1,17.73,54.46,7.43,491.71,Loamy,Rabi,North India,50.98,Available,9.59,Wheat
151.3,81.2,102.9,25.39,81.0,6.67,1950.93,Black Soil,Whole Year,North India,76.58,Available,7.7,Sugarcane
33.5,39.6,21.8,11.44,52.61,6.7,568.93,Silty,Rabi,East India,38.1,Rainfed,7.53,Lentil
116.6,78.1,74.7,25.34,68.25,6.42,1129.8,Red Soil,Whole Year,West India,58.19,Available,8.52,Tomato
99.5,75.1,66.1,27.73,48.06,7.86,654.47,Black Soil,Kharif,West India,62.38,Available,9.37,Cotton
108.3,63.2,113.1,22.02,57.72,6.16,766.77,Sandy,Rabi,West India,65.01,Available,8.41,Tomato
22.9,53.4,41.0,19.59,63.76,6.11,553.2,Loamy,Rabi,North India,51.09,Rainfed,7.75,Lentil
116.8,79.7,152.3,27.73,76.75,6.45,1903.78,Clay,Whole Year,West India,84.42,Drip Irrigation,8.27,Banana
149.5,87.5,162.3,28.03,76.29,5.91,2327.15,Clay,Whole Year,South India,78.45,Drip Irrigation,5.71,Banana
45.0,25.7,44.5,21.44,33.12,6.07,456.15,Loamy,Kharif,West India,36.6,Rainfed,8.74,Millet
99.7,35.2,31.8,21.65,79.52,6.8,1724.92,Loamy,Kharif,South India,76.27,Available,5.87,Rice
64.7,44.1,42.7,20.97,62.72,7.15,670.62,Sandy,Rabi,North India,37.71,Available,7.36,Barley
87.4,54.3,96.4,20.13,68.37,5.74,2182.68,Peaty,Whole Year,South India,71.32,Rainfed,6.18,Coffee
111.1,81.7,127.9,18.51,72.76,6.61,877.25,Sandy,Whole Year,South India,48.72,Drip Irrigation,9.48,Tomato
65.1,43.5,30.3,24.05,93.15,5.7,2576.3,Clay,Kharif,South India,74.52,Available,7.55,Rice
84.6,60.1,95.9,19.67,76.61,5.49,2064.32,Peaty,Whole Year,South India,79.3,Rainfed,4.84,Coffee
19.3,54.2,27.6,18.95,43.65,6.35,466.98,Loamy,Rabi,North India,38.65,Available,9.52,Lentil
85.8,47.4,82.1,21.27,77.46,5.61,2076.02,Loamy,Whole Year,South India,61.35,Available,5.73,Coffee
121.9,62.3,91.9,24.34,71.71,6.44,985.05,Red Soil,Kharif,South India,52.77,Available,7.15,Tomato
93.0,49.7,112.0,24.76,79.97,5.62,1855.08,Peaty,Whole Year,South India,78.54,Rainfed,5.99,Coffee
85.1,65.6,88.0,33.91,65.91,6.38,1205.91,Loamy,Whole Year,North India,47.35,Rainfed,7.76,Mango
43.7,32.3,24.5,27.0,54.28,6.96,758.54,Loamy,Kharif,West India,28.76,Rainfed,11.49,Millet
127.8,73.8,74.6,38.31,76.07,6.57,1727.39,Loamy,Whole Year,North India,78.47,Available,8.76,Sugarcane
88.3,102.9,107.3,14.53,50.91,5.73,559.99,Loamy,Rabi,North India,61.15,Available,6.69,Potato
114.7,78.1,106.9,25.97,64.68,6.7,996.98,Loamy,Rabi,North India,51.02,Drip Irrigation,9.37,Tomato
94.8,50.6,39.4,13.05,54.18,6.98,421.11,Sandy,Rabi,North India,43.3,Available,9.95,Barley
115.5,47.7,46.7,27.57,63.01,7.3,589.07,Black Soil,Kharif,Central India,40.5,Available,6.23,Cotton
103.8,58.8,55.8,31.44,47.61,7.01,813.18,Loamy,Kharif,South India,65.11,Available,10.25,Cotton
94.7,60.9,94.1,21.63,80.78,5.92,2021.87,Peaty,Whole Year,South India,73.81,Available,6.44,Coffee
60.4,36.5,16.8,29.77,43.72,7.52,662.67,Loamy,Kharif,Central India,33.27,Rainfed,10.75,Millet
150.3,54.4,66.2,28.04,56.05,7.12,950.44,Black Soil,Kharif,South India,63.92,Rainfed,8.16,Cotton
64.6,20.7,37.5,18.77,44.69,7.42,570.46,Loamy,Rabi,North India,53.27,Available,6.5,Barley
114.9,51.5,65.9,23.31,84.5,4.85,2678.91,Peaty,Whole Year,Himalayan Region,77.66,Rainfed,4.14,Tea
76.7,55.5,35.6,39.21,34.06,6.75,552.75,Sandy,Rabi,Central India,32.48,Rainfed,9.62,Sorghum
95.7,61.9,39.9,24.33,61.83,6.07,686.24,Sandy,Rabi,Central India,58.22,Rainfed,6.88,Maize
118.9,47.6,79.5,20.58,88.96,4.58,2493.6,Loamy,Whole Year,Himalayan Region,68.5,Rainfed,6.74,Tea
67.2,50.4,44.2,17.2,56.16,7.56,339.61,Sandy,Rabi,North India,41.24,Available,9.52,Mustard
111.7,62.0,53.5,21.04,84.24,4.58,2466.28,Peaty,Whole Year,South India,76.04,Available,7.2,Tea
39.1,67.3,32.4,18.37,71.06,6.73,757.54,Black Soil,Kharif,Central India,58.26,Rainfed,7.24,Soybean
83.4,57.9,42.7,13.93,64.65,6.87,509.96,Loamy,Rabi,West India,39.98,Rainfed,7.35,Mustard
36.1,79.8,48.8,24.67,67.95,5.75,1020.17,Black Soil,Kharif,Central India,62.04,Rainfed,8.25,Soybean
73.6,41.8,52.8,20.59,82.96,6.52,2100.35,Clay,Kharif,East India,93.37,Canal Irrigation,6.87,Rice
33.6,61.9,59.3,23.63,54.8,5.75,700.24,Loamy,Kharif,South India,44.2,Rainfed,7.22,Groundnut
127.4,32.4,72.4,22.46,77.42,5.14,2068.91,Peaty,Whole Year,Himalayan Region,74.75,Available,5.14,Tea
10.7,42.8,52.1,25.53,60.11,6.51,674.24,Loamy,Kharif,South India,39.71,Rainfed,7.03,Groundnut
30.3,45.4,25.4,18.87,53.7,6.77,447.36,Black Soil,Rabi,Central India,41.44,Rainfed,7.22,Chickpea
118.6,47.4,57.5,21.7,85.32,5.17,2644.31,Peaty,Whole Year,East India,77.73,Available,6.5,Tea
69.6,31.3,52.9,18.57,46.0,7.65,447.14,Loamy,Rabi,North India,43.88,Available,7.23,Barley
80.3,66.0,83.1,27.88,86.74,5.39,2631.55,Peaty,Whole Year,East India,78.39,Available,7.02,Tea
31.4,58.1,32.6,21.55,52.82,7.3,474.25,Loamy,Rabi,Central India,37.54,Rainfed,7.98,Chickpea
22.2,77.2,45.6,28.06,63.76,6.32,808.11,Sandy,Kharif,South India,49.91,Available,8.5,Groundnut
79.1,29.4,46.1,18.46,51.32,6.39,385.47,Loamy,Rabi,North India,52.15,Available,7.77,Mustard
93.1,67.3,104.0,22.8,85.97,5.42,1658.29,Peaty,Whole Year,South India,69.89,Available,6.59,Coffee
67.6,46.3,40.8,30.45,40.02,7.18,356.04,Loamy,Kharif,South India,42.87,Rainfed,9.63,Sorghum
26.4,74.8,29.8,23.89,40.73,7.73,385.65,Black Soil,Rabi,North India,34.74,Available,7.9,Chickpea
98.7,55.5,53.9,24.63,88.53,4.64,1926.49,Peaty,Whole Year,Himalayan Region,86.23,Available,7.11,Tea
62.0,38.4,36.8,27.56,32.1,6.69,479.1,Black Soil,Rabi,West India,43.53,Rainfed,8.77,Sorghum
